Country,Region,City,Mall,Division,Brand,Store Name,Oracle Ccid,Type,Store Status,Store Type,Opening Date,Trading Days,Size (sqm),FS - new
KSA,Central,Riyadh,Riyadh Gallery,Apparel,Foot Locker,"Riyadh Gallery, Riyadh",RB2-S341-FOO,Standalone,LFL,Mall Location,5/3/2014,147,336,Abu Shahid
KSA,Central,Riyadh,"Tamimi Dabbab, Riyadh",Starbucks,Starbucks,"Tamimi Dabbab, Riyadh",RB2-2089-STA,Standalone,LFL,Plaza,11/1/2015,147,190,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Jarir Rabwa Riyadh,RB2-H212-STA,Standalone,LFL,Plaza,9/29/2020,147,100,Antony
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Starbucks,Starbucks,The Riyadh Park - 2,RB2-S964-STA,Standalone,LFL,Mall Location,9/21/2018,147,169,Antony
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Hospitality,Raising Cane's,The Riyadh Park,RB2-H005-RAI,Standalone,LFL,Mall Location,4/21/2019,147,69,Antony
KSA,Central,Riyadh,"Hayat Mall, Riyadh",Wellness,Bath and Body Works,"Hayat Mall, Riyadh",RB2-2125-BAT,Standalone,LFL,Mall Location,2/18/2012,147,185,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Louloua Building, Riyadh",RB2-2600-STA,Standalone,LFL,High Street,2/25/2017,147,167,Abu Shahid
KSA,Central,Riyadh,Riyadh Gallery,Apparel,Victoria's Secret International-BA,"Riyadh Gallery, Riyadh-BA",RB2-S487-VIF,Standalone,LFL,Mall Location,11/23/2013,147,107,Abu Shahid
KSA,Central,Riyadh,"Faisaliah Centre, Riyadh",Hospitality,Shake Shack,"Faisaliah Centre, Riyadh",RB2-2085-SHA,Standalone,LFL,Plaza,9/3/2016,147,277,Abdul Rahman
KSA,Central,Al Kharj,Stand Alone,Starbucks,Starbucks,"Prince Sultan Air Force, Al Kharj",RB2-H225-STA,Standalone,LFL,Others,9/3/2020,147,21,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Telal Plaza, Riyadh",RB2-2078-STA,Standalone,LFL,Plaza,5/5/2015,147,240,Abdul Rahman
KSA,Central,Riyadh,"Granada Center, Riyadh",Hennes and Mauritz,Collection of Style,Granada Riyadh,RB2-H216-COL,Standalone,LFL,Mall Location,7/23/2020,147,482,Abdul Rahman
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Apparel,Milano,The Riyadh Park,RB2-1787-MIL,Standalone,LFL,Mall Location,8/9/2018,147,150,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Special Medical Center2 Riyadh,RB2-H214-STA,Standalone,LFL,"Others, Hospital",8/8/2020,147,32,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"KSU Bldg 25,Riyadh",RB2-H149-STA,Standalone,LFL,Others,10/15/2020,147,110,Abu Shahid
KSA,Central,Riyadh,Atyaf Mall,Hennes and Mauritz,Hennes and Mauritz,Atyaf Mall,RB2-S088-HEN,Standalone,LFL,Mall Location,3/12/2020,147,1643,Antony
KSA,Central,Riyadh,Qasr Mall,Starbucks,Starbucks,Qasr Mall,RB2-S379-STA,Standalone,LFL,Mall Location,7/8/2015,147,16,Abu Shahid
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Apparel,Muji,The Riyadh Park,RB2-S954-MUJ,Standalone,LFL,Mall Location,7/19/2018,147,369,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Hokair Time, Riyadh",RB2-S979-STA,Standalone,LFL,Plaza,10/31/2018,147,188,Abdul Rahman
KSA,Central,Buraidah,Stand Alone,Starbucks,Starbucks,"Tamimi Plaza, Buraidah-New",RB2-H135-STA,Standalone,LFL,Plaza,11/3/2019,147,237,Antony
KSA,Central,Riyadh,Riyadh Gallery,Hospitality,Raising Cane's,"Riyadh Gallery, Riyadh",RB2-1890-RAI,Standalone,LFL,Mall Location,2/1/2018,147,155,Abu Shahid
KSA,Central,Riyadh,KKIA Riyadh,Starbucks,Starbucks,KKIA T5 Departure Landside,RB2-S857-STA,Standalone,LFL,"Others, Airport",10/31/2017,147,68,Abdul Rahman
KSA,Central,Riyadh,"Granada Center, Riyadh",Apparel,Next,"Granada Centre, Riyadh",RB2-2232-NEX,Standalone,LFL,Mall Location,9/3/2005,147,926,Abdul Rahman
KSA,Central,Riyadh,Riyadh Gallery,Starbucks,Starbucks,"Riyadh Gallery, Riyadh",RB2-1883-STA,Standalone,LFL,Mall Location,12/6/2008,147,119,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Elegant Centre-DT,RB2-S075-STA,Standalone,LFL,Drive-Thru,7/11/2019,147,350,Abu Shahid
KSA,Central,Riyadh,Riyadh Gallery,Wellness,Bath and Body Works,"Riyadh Gallery, Riyadh",RB2-2468-BAT,Standalone,LFL,Mall Location,11/1/2018,147,160,Abu Shahid
KSA,Central,Riyadh,"Granada Center, Riyadh",Apparel,Muji,Granada Centre,RB2-H316-MUJ,Standalone,LFL,Mall Location,6/17/2021,147,362,Abdul Rahman
KSA,Central,Riyadh,"Sahara Mall, Riyadh",Wellness,West Elm,"Sahara Mall, Riyadh",RB2-S766-WES,Standalone,LFL,Mall Location,10/22/2016,147,1531,Abu Shahid
KSA,Central,Riyadh,"Al Khayama Mall, Riyadh",Starbucks,Starbucks,"Al Khayma Mall 2,Riyadh",RB2-H142-STA,Standalone,LFL,Mall Location,9/5/2020,147,229,Antony
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Wellness,Bath and Body Works,The Riyadh Park,RB2-S962-BAT,Standalone,LFL,Mall Location,10/2/2018,147,150,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Imam Saud Road Land,RB2-S889-STA,Standalone,LFL,Drive-Thru,4/9/2019,147,160,Abdul Rahman
KSA,Central,Riyadh,Riyadh Front,Apparel,Foot Locker,Riyadh Front,RB2-H358-FOO,Standalone,LFL,Plaza,8/19/2021,147,163,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Derab Land, Riyadh",RB2-S801-STA,Standalone,LFL,Drive-Thru,11/28/2018,147,200,Abu Shahid
KSA,Central,Riyadh,Narjs Square - DT Riyadh,Starbucks,Starbucks,"Narjs Square - DT, Riyadh",RB2-S052-STA,Standalone,LFL,Drive-Thru,11/20/2019,147,160,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Jarir Khurais 2, Riyadh",RB2-H166-STA,Standalone,LFL,Plaza,11/5/2020,147,223,Antony
KSA,Central,Riyadh,KKIA Riyadh,Apparel,New Balance,Departure side-Riyadh,RB2-H680-NEW,Standalone,LFL,Airport,7/27/2023,147,99,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,King Abdulaziz DT,RB2-S876-STA,Standalone,LFL,Drive-Thru,7/18/2019,147,200,Abu Shahid
KSA,Central,Hail,Othaim Mall Hail,Hennes and Mauritz,Hennes and Mauritz,"Othaim Mall, Hail",RB2-S645-HEN,Standalone,LFL,Mall Location,9/3/2016,147,1508,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Masif DT,RB2-S974-STA,Standalone,LFL,Drive-Thru,10/19/2019,147,160,Abdul Rahman
KSA,Central,Mozahmiah,Stand Alone,Starbucks,Starbucks,Solidere Muzahimiyah DT,RB2-2744-STA,Standalone,LFL,Drive-Thru,5/26/2018,147,225,Abdul Rahman
KSA,Central,Riyadh,"Faisaliah Centre, Riyadh",Wellness,Le Labo,Faisaliah Center,RB2-H028-LEL,Standalone,LFL,Plaza,12/23/2021,147,41,Abdul Rahman
KSA,Central,Riyadh,"Granada Center, Riyadh",Starbucks,Starbucks,"Granada Center 3, Riyadh",RB2-H211-STA,Standalone,LFL,Mall Location,9/7/2020,147,163,Abdul Rahman
KSA,Central,Riyadh,"Robeen Plaza, Riyadh",Hospitality,Raising Cane's,"Robeen Plaza, Riyadh",RB2-S046-RAI,Standalone,LFL,Plaza,3/18/2017,147,224,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Olayan Plaza, Riyadh",RB2-2284-STA,Standalone,LFL,Drive-Thru,7/26/2018,147,213,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Euromarhe Waha Riyadh,RB2-H215-STA,Standalone,LFL,Others,12/8/2020,147,278,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Takamul Plaza, Riyadh",RB2-H165-STA,Standalone,LFL,Plaza,11/25/2020,147,248,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Jarir king Abdul Aziz Road ,Riyadh",RB2-H233-STA,Standalone,LFL,Plaza,4/2/2021,147,229,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Olaya Plaza DT, Riyadh",RB2-H070-STA,Standalone,LFL,Drive-Thru,1/30/2020,147,250,Abu Shahid
KSA,Central,Riyadh,Tamimi KF Riyadh,Starbucks,Starbucks,"Tamimi KF DT, Riyadh",RB2-H115-STA,Standalone,LFL,Drive-Thru,12/12/2019,147,374,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Green Oasis, Riyadh",RB2-2150-STA,Standalone,LFL,Drive-Thru,1/26/2018,147,174,Antony
KSA,Central,Riyadh,"Sahara Mall, Riyadh",Starbucks,Starbucks,"Sahara Mall, Riyadh",RB2-H112-STA,Standalone,LFL,Mall Location,12/30/2020,147,233,Abu Shahid
KSA,Central,Riyadh,"Granada Center, Riyadh",Wellness,Dr. Vranjes,"Granada Mall, Riyadh",RB2-H350-DRV,Standalone,LFL,Mall Location,9/7/2021,147,103,Abdul Rahman
KSA,Central,Riyadh,Maather Plaza Riyadh,Starbucks,Starbucks,"Maather Plaza, Riyadh",RB2-2137-STA,Standalone,LFL,Drive-Thru,2/20/2016,147,135,Abu Shahid
KSA,Central,Riyadh,"Granada Center, Riyadh",Wellness,Bath and Body Works,"Granada Center, Riyadh",RB2-2229-BAT,Standalone,LFL,Mall Location,12/14/2013,147,189,Abdul Rahman
KSA,Central,Riyadh,"SIDRA, Riyadh",Hospitality,Pinkberry,"SIDRA, Riyadh",RB2-S006-PIN,Standalone,LFL,Plaza,4/26/2018,147,66,Abdul rahman
KSA,Central,Riyadh,Riyadh Front,Wellness,Bath and Body Works,Riyadh Front,RB2-H315-BAT,Standalone,LFL,Plaza,3/25/2021,147,84,Abdul Rahman
KSA,Central,Riyadh,Narjs Square - DT Riyadh,Hospitality,Raising Cane's,"Najrs Square - DT, Riyadh",RB2-S053-RAI,Standalone,LFL,Drive-Thru,12/26/2019,147,215,Abdul Rahman
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Starbucks,Starbucks,The Riyadh Park,RB2-S952-STA,Standalone,LFL,Mall Location,3/23/2019,147,281,Antony
KSA,Central,Al Kharj,Stand Alone,Starbucks,Starbucks,"Panorama Plaza-DT, Kharj",RB2-S084-STA,Standalone,LFL,Drive-Thru,1/14/2019,147,204,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Sulaiman Habib Hospital, Olaya, Madina",RB2-H323-STA,Standalone,LFL,"Others, Hospital",6/22/2021,147,50,Abu Shahid
KSA,Central,Riyadh,"Aliah Plaza, Riyadh",Hospitality,Raising Cane's,"Aliah Plaza, Riyadh",RB2-S051-RAI,Standalone,LFL,Plaza,11/19/2017,147,167,Antony
KSA,Central,Riyadh,"Kingdom Center, Riyadh",Hennes and Mauritz,Hennes and Mauritz,"Kingdom Centre, Riyadh",RB2-S258-HEN,Standalone,LFL,Mall Location,10/29/2011,147,1318,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Nuzha DT,RB2-S993-STA,Standalone,LFL,Drive-Thru,6/27/2020,147,120,Abdul Rahman
KSA,Central,Riyadh,"Granada Center, Riyadh",Apparel,American Eagle,"Granada Centre, Riyadh",RB2-S740-AME,Standalone,LFL,Mall Location,11/12/2016,147,487,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"The Plaza II ,Riyadh",RB2-H235-STA,Standalone,LFL,Plaza,2/3/2021,147,240,Abdul Rahman
KSA,Central,Riyadh,"Faisaliah Centre, Riyadh",Wellness,NYX,Faisaliah Centre,RB2-2530-NYX,Standalone,LFL,Plaza,12/23/2021,147,77,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Rabea Plaza-DT,RB2-S988-STA,Standalone,LFL,Drive-Thru,1/23/2019,147,337,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Yarmouk Square Drive-Thru, Riyadh",RB2-2333-STA,Standalone,LFL,Drive-Thru,12/10/2016,147,283,Abdul Rahman
KSA,Central,Riyadh,"Faisaliah Centre, Riyadh",Wellness,Jo Malone,Faisaliah Centre,RB2-2086-JOM,Standalone,LFL,Plaza,12/23/2021,147,41,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Othaim Saadeh Plaza DT, Riyadh",RB2-H173-STA,Standalone,LFL,Drive-Thru,4/20/2021,147,200,Abu Shahid
KSA,Central,Riyadh,"Othaim Mall, Rabwa",Hennes and Mauritz,Hennes and Mauritz,"Othaim Mall, Rabwa",RB2-2267-HEN,Standalone,LFL,Mall Location,4/17/2010,147,1851,Antony
KSA,Central,Riyadh,"Granada Center, Riyadh",Hospitality,Pinkberry,"Granada Centre, Riyadh",RB2-S313-PIN,Standalone,LFL,Mall Location,8/11/2012,147,92,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Ajlan & Bros Holding Group, Riyadh",RB2-H641-STA,Standalone,LFL,Shopping Mall / Center,12/29/2022,147,20,Abu Shahid
KSA,Central,Riyadh,Riyadh City Boulevard,Starbucks,Starbucks,"Boulevard 2, Riyadh",RB2-H415-STA,Standalone,LFL,Plaza,11/1/2021,147,42,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Kayan Square DT, Riyadh",RB2-H167-STA,Standalone,LFL,Drive-Thru,10/19/2020,147,172,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Oruba Square (New),RB2-S871-STA,Standalone,LFL,Drive-Thru,8/12/2017,147,160,Abu Shahid
KSA,Central,Riyadh,Riyadh Front,Starbucks,Starbucks,"Riyadh Front 1, Riyadh",RB2-H292-STA,Standalone,LFL,Plaza,2/6/2021,147,371,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Rakaa Plaza-DT,RB2-H030-STA,Standalone,LFL,Drive-Thru,2/19/2020,147,200,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Hazm Plaza,Riyadh",RB2-H247-STA,Standalone,LFL,Drive-Thru,4/15/2021,147,210,Abu Shahid
KSA,Central,Riyadh,"Granada Center, Riyadh",Apparel,New Balance,Granada Center  Riyadh,RB2-H351-NEW,Standalone,LFL,Shopping Mall / Center,10/27/2022,147,174,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"River Walk DT,Riyadh",RB2-H152-STA,Standalone,LFL,Drive-Thru,7/16/2020,147,332,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Home Mart, Riyadh",RB2-2191-STA,Standalone,LFL,Mall Location,1/1/2002,147,550,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Dallah Hospital,Riyadh",RB2-H398-STA,Standalone,LFL,"Others, Hospital",12/4/2021,147,54,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Oud Square, Riyadh",RB2-S041-STA,Standalone,LFL,Plaza,12/17/2017,147,214,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,SAAD Square-DT,RB2-S916-STA,Standalone,LFL,Drive-Thru,1/12/2019,147,253,Abu Shahid
KSA,Central,Riyadh,"Sahara Mall, Riyadh",Wellness,Pottery Barn - Kids,"Sahara Mall, Riyadh",RB2-S290-PBK,Standalone,LFL,Mall Location,4/27/2011,147,1034,Abu Shahid
KSA,Central,Riyadh,"Hayat Mall, Riyadh",Starbucks,Starbucks,"Hayat Mall-2, Riyadh",RB2-H418-STA,Standalone,LFL,Mall Location,12/15/2021,147,109,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Sharqi Avenues DT, Riyadh",RB2-H114-STA,Standalone,LFL,Drive-Thru,9/28/2020,147,200,Abu Shahid
KSA,Central,Riyadh,Panorama Mall Riyadh,Starbucks,Starbucks,"Panorama Mall , Riyadh",RB2-H385-STA,Standalone,LFL,Mall Location,8/26/2021,147,151,Abu Shahid
KSA,Central,Riyadh,Hamra Mall Riyadh,Starbucks,Starbucks,Al Hamra Mall Riyadh,RB2-H618-STA,Standalone,LFL,Shopping Mall / Center,11/30/2022,147,20,Abu Shahid
KSA,Central,Riyadh,"Granada Center, Riyadh",Apparel,Victoria's Secret International-FA,"Granada Center, Riyadh-FA",RB2-2224-VIF,Standalone,LFL,Mall Location,12/6/2014,147,925,Abdul Rahman
KSA,Central,Riyadh,Nakheel Mall Riyadh,Starbucks,Starbucks,Nakheel Mall Riyadh,RB2-H360-STA,Standalone,LFL,Mall Location,7/15/2021,147,205,Abdul Rahman
KSA,Central,Riyadh,Riyadh Gallery,Hennes and Mauritz,Hennes and Mauritz,"Riyadh Gallery, Riyadh",RB2-1886-HEN,Standalone,LFL,Mall Location,4/4/2009,147,1576,Abu Shahid
KSA,Central,Riyadh,Riyadh City Boulevard,Hospitality,Pinkberry,Riyadh City Boulevard (temp)-Riyadh,RB2-H681-PIN,Standalone,LFL,Entertainment / Leasure,9/19/2023,147,48,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,STC Building Riyadh,RB2-H620-STA,Standalone,LFL,Shopping Mall / Center,12/28/2022,147,25,Abdul Rahman
KSA,Central,Riyadh,Bustan Centre,Hospitality,Raising Cane's,"Bustan Centre, Riyadh",RB2-S774-RAI,Standalone,LFL,High Street,2/18/2017,147,309,Abu Shahid
KSA,Central,Hail,Stand Alone,Starbucks,Starbucks,Grand Mall  Hail,RB2-H599-STA,Standalone,LFL,Shopping Mall / Center,11/30/2022,147,55,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Exit 28 Land DT, Riyadh",RB2-H174-STA,Standalone,LFL,Drive-Thru,12/17/2020,147,210,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Qurtuba Plaza Riyadh,RB2-H213-STA,Standalone,LFL,Drive-Thru,4/2/2021,147,178,Abu Shahid
KSA,Central,Riyadh,"Faisaliah Centre, Riyadh",Apparel,American Eagle,Faisaliah Centre,RB2-H146-AME,Standalone,LFL,Plaza,12/29/2021,147,320,Abdul Rahman
KSA,Central,Buraidah,Stand Alone,Starbucks,Starbucks,Qassim Airport Ladnside,RB2-H394-STA,Standalone,LFL,Airport,10/16/2022,147,20,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Sahafa Plaza, Riyadh",RB2-H410-STA,Standalone,LFL,Plaza,11/25/2021,147,204,Abu Shahid
KSA,Central,Riyadh,"Al Khayama Mall, Riyadh",Hennes and Mauritz,Hennes and Mauritz,Khayama Mall  Riyadh,RB2-2480-HEN,Standalone,LFL,Mall Location,11/2/2013,147,2094,Antony
KSA,Central,Riyadh,Qasr Mall,Wellness,Bath and Body Works,Qasr Mall,RB2-S366-BAT,Standalone,LFL,Mall Location,10/13/2012,147,223,Abu Shahid
KSA,Central,Riyadh,"Othaim Mall, Khurais",Starbucks,Starbucks,Othaim Mall Khurais,RB2-S079-STA,Standalone,LFL,Mall Location,12/23/2021,147,144,Antony
KSA,Central,Riyadh,Salam Mall-Riyadh,Starbucks,Starbucks,Salam Mall Gate 3-Riyadh,RB2-H730-STA,Standalone,LFL,Shopping Mall / Center,10/20/2023,147,20,Abu Shahid
KSA,Central,Riyadh,Panorama Mall Riyadh,Wellness,Bath and Body Works,"Panorama Mall ,Riyadh",RB2-H399-BAT,Standalone,LFL,Mall Location,12/14/2021,147,123,Abu Shahid
KSA,Central,Riyadh,"Othaim Mall, Rabwa",Starbucks,Starbucks,"Othaim Mall, Rabwa",RB2-2260-STA,Standalone,LFL,Mall Location,5/8/2016,147,126,Antony
KSA,Central,Riyadh,Stand Alone,Wellness,Bath and Body Works,Al Ghadeer Square Riyadh,RB2-H489-BAT,Standalone,LFL,Shopping Mall / Center,11/10/2022,147,140,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Boulevard,Riyadh",RB2-H143-STA,Standalone,LFL,Plaza,8/23/2020,147,800,Abdul Rahman
KSA,Central,Riyadh,"Sahara Mall, Riyadh",Wellness,Pottery Barn,"Sahara Mall, Riyadh",RB2-S290-POT,Standalone,LFL,Mall Location,4/27/2011,147,1487,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Farsi Land DT, Riyadh",RB2-H179-STA,Standalone,LFL,Drive-Thru,6/7/2021,147,190,Abu Shahid
KSA,Central,Riyadh,"Granada Center, Riyadh",Apparel,Foot Locker,Granada mall,RB2-H359-FOO,Standalone,LFL,Mall Location,7/1/2021,147,434,Abdul Rahman
KSA,Central,Riyadh,"Kingdom Center, Riyadh",Apparel,Victoria's Secret International-FA,"Kingdom Centre, Riyadh-FA",RB2-2221-VIF,Standalone,LFL,Mall Location,12/20/2014,147,1015,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,GACA HQ-Riyadh,RB2-H750-STA,Standalone,LFL,Residential / Commercial Bldg,9/25/2023,147,50,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Prince Mohamed Ibn Salman Road DT,Riyadh",RB2-H249-STA,Standalone,LFL,Drive-Thru,11/11/2021,147,180,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"Tala Mall, Riyadh",RB2-H541-STA,Standalone,LFL,Shopping Mall / Center,9/17/2022,147,123,Antony
KSA,Central,Riyadh,Stand Alone,Wellness,Bath and Body Works,Oruba Square Riyadh,RB2-H493-BAT,Standalone,LFL,Shopping Mall / Center,11/13/2022,147,112,Abu Shahid
KSA,Central,Riyadh,"Granada Center, Riyadh",Wellness,Jo Malone,"Granada Center, Riyadh",RB2-2228-JOM,Standalone,LFL,Mall Location,12/28/2013,147,61,Abdul Rahman
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Apparel,New Balance,Riyadh Park Riyadh,RB2-H576-NEW,Standalone,LFL,Shopping Mall / Center,1/26/2023,147,100,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,North industrial complex DT,RB2-H299-STA,Standalone,LFL,Drive-Thru,12/19/2021,147,168,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Riyadh Magrabi Medical Center Granada-Riyadh,RB2-H733-STA,Standalone,LFL,Hospital,10/30/2023,147,47,Abdul Rahman
KSA,Central,Riyadh,"Faisaliah Centre, Riyadh",Wellness,Bath and Body Works,Faisaliah Centre,RB2-S945-BAT,Standalone,LFL,Plaza,12/30/2021,147,158,Abdul Rahman
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Hennes and Mauritz,Hennes and Mauritz,The Riyadh Park,RB2-S967-HEN,Standalone,LFL,Mall Location,8/2/2018,147,2308,Antony
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Wellness,MAC,The Riyadh Park,RB2-S955-MAC,Standalone,LFL,Mall Location,8/14/2018,147,60,Antony
KSA,Central,Riyadh,Nakheel Mall Riyadh,Wellness,Bath and Body Works,Nakheel Mall Extension Riyadh,RB2-H574-BAT,Standalone,LFL,Shopping Mall / Center,11/15/2022,147,91,Abdul Rahman
KSA,Central,Riyadh,"Granada Center, Riyadh",Wellness,Boots,Granada Mall (New),RB2-H610-BOO,Standalone,LFL,Shopping Mall / Center,6/20/2023,147,200,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"King Abdullah Road Land DT – Al Hamra , Riyadh",RB2-H382-STA,Standalone,LFL,Drive-Thru,6/1/2022,147,120,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Hamra Plaza-Riyadh,RB2-H757-STA,Standalone,LFL,Shopping Mall / Center,10/29/2023,147,76,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Riyadh Magrabi Hospital Exit 14,RB2-H732-STA,Standalone,LFL,Hospital,11/16/2023,147,44,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Granada Plaza-Riyadh,RB2-H696-STA,Standalone,LFL,Residential / Commercial Bldg,6/29/2023,147,95,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,King Fahad Jomaiah Road DT,RB2-H340-STA,Standalone,LFL,Drive-Thru,12/23/2021,147,200,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Al Waha Square-Riyadh,RB2-H688-STA,Standalone,LFL,Shopping Mall / Center,6/20/2023,147,106,Abdul Rahman
KSA,Central,Riyadh,Nakheel Mall Riyadh,Wellness,Jo Malone,Nakheel Mall  Riyadh,RB2-H525-JOM,Standalone,LFL,Shopping Mall / Center,11/23/2022,147,79,Abdul Rahman
KSA,Central,Hail,Stand Alone,Starbucks,Starbucks,Saudi German Hospital Hail-Hail,RB2-H736-STA,Standalone,PTL,Hospital,12/29/2023,147,50,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Adnoc Juhi Abu Baker Sdiq Road-Riyadh,RB2-H929-STA,Standalone,PTL,Drive-Thru,12/23/2024,147,102,Antony
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Hennes and Mauritz,Collection of Style,The Riyadh Park,RB2-1765-COL,Standalone,LFL,Mall Location,8/10/2018,147,482,Antony
KSA,Central,Riyadh,"Faisaliah Centre, Riyadh",Hennes and Mauritz,Collection of Style,Faisaliah Centre,RB2-2443-COL,Standalone,LFL,Plaza,12/30/2021,147,418,Abdul Rahman
KSA,Central,Riyadh,"Riyadh Park,Riyadh",Hospitality,PF Chang's,The Riyadh Park,RB2-S951-PFC,Standalone,LFL,Mall Location,3/14/2019,147,624,Antony
KSA,Central,Riyadh,"Granada Center, Riyadh",Starbucks,Starbucks,"Granada Centre, Riyadh (New)",RB2-1906-STA,Standalone,LFL,Mall Location,9/22/2012,147,85,Abdul Rahman
KSA,Central,Riyadh,"Granada Center, Riyadh",Wellness,MAC,"Granada Centre, Riyadh",RB2-2238-MAC,Standalone,LFL,Mall Location,9/3/2005,147,80,Abdul Rahman
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,Al Majd Station DT-Riyadh,RB2-H710-STA,Standalone,LFL,Drive-Thru,6/7/2023,147,76,Antony
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,KSU King Salman Library  Riyadh,RB2-H761-STA,Standalone,PTL,Institution,4/15/2024,147,112,Abu Shahid
KSA,Central,Riyadh,Hamra Mall Riyadh,Wellness,Bath and Body Works,Hamra Mall  Riyadh,RB2-H491-BAT,Standalone,LFL,Shopping Mall / Center,10/10/2022,147,170,Abu Shahid
KSA,Central,Riyadh,Stand Alone,Starbucks,Starbucks,"King Abdulah Road Err DT ,Riyadh",RB2-H238-STA,Standalone,LFL,Drive-Thru,12/2/2021,147,200,Abu Shahid
