,ALSHAYA FM KSA STANDARD PRICING- (YEAR 2021),,,,,,,,,,
,,,,,,,,,,1/11/2021,
,SN,TYPE,CODE,DECRIPTION,UNIT,QTY,"Material 
Price","Labor
Price ",Total,REMARKS,COMMENTS
,74,CARPENTRY,CA00074,SMALL JOB - CARPENTRY WORK ,VISIT,1,,150,150,,
,75,CARPENTRY,CA00075,SMALL JOB - EXISTING DOOR HANDLE FIXING ,VISIT,1,,150,150,,
,76,CARPENTRY,CA00076,SMALL JOB - FIXING OF DETACHED WOODEN ,VISIT,1,,150,150,,
,77,CARPENTRY,CA00077,SMALL JOB - GLASS DOOR  - ALIGNMENTS WITH FRAME OR FRAME LESS - ,VISIT,1,,200,200,,
,78,CARPENTRY,CA00078,SMALL JOB - METAL STRIP FIXING WITH MINOR MATERIAL,VISIT,1,,150,150,,
,79,CARPENTRY,CA00079,SMALL JOB - REPAIR OF UMBRELLAS ,VISIT,1,,200,200,,
,80,CARPENTRY,CA00080,SMALL JOB - WELDING REPAIR WORSHOP WORK ,VISIT,1,,200,200,,
,81,CARPENTRY,CA00081,STAINLESS STEEL PLATFORM FOR MILK STORAGE 120X80CM MATERIAL + LABOR,PC,1,,750,750,,UPDATED PRICE
,82,CARPENTRY,CA00082,WOODEN BEADING,FT,10,15,50,337.5,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,83,CARPENTRY,CA00083,WOODEN DOOR  LOCK - HASP,PC,1,40,100,140,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,UPDATED PRICE
,84,CARPENTRY,CA00084,"WOODEN DOOR COMPLETE LOCK SET - YALE (HANDLE,LOK ,ALL ACCESSORIES)",PC,1,165,150,315,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,85,CARPENTRY,CA00085,WOODEN DOOR HANDLE - HEAVY DUTY,PC,1,50,100,150,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,86,CARPENTRY,CA00086,WOODEN DOOR NUMERIC LOCK-CHINA,PC,1,150,200,350,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,87,CARPENTRY,CA00087,SUPPLY & INSTALLATION OF WHEELS FOR CONDIMENT BAR - HEAVY DUTY,JOB,1,150,100,250,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,88,CARPENTRY,CA00088,WOODEN SHELF FOR FILES STORAGE IN BOH 80X85X40CM ,PC,1,550,200,750,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,89,CARPENTRY,CA00089,SUPPLY & INSTALLATION OF WOODEN FORMICA SHEET 6MM THICKNESS (MATERIAL + LABOR),FT^2,1,,150,150,,
,90,CARPENTRY,CA00090,INSTALLATION OF SOAP DISPENSER SUPPLIED BY ALSHAYA,PC,1,,100,100,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,91,CARPENTRY,CA00091,ROLLER SHUTTER - LOCK FOR SHUTTER KEY BOX MADE IN THAILAND MATERIAL + INSTALLATION,PC,1,,150,150,,
,92,CARPENTRY,CA00092,PLASTIC ADJUSTER SUPPORTS FOR TABLE LEG BOTTOM,JOB,1,25,100,125,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
,93,CARPENTRY,CA00093,SMALL JOB - STEEL PIECE FOR TILL COUNTER TOP EDGES + LABOUR,VISIT,1,,200,200,,
,94,CARPENTRY,CA00094,METAL SHELVES FOR STOCK ROOM RACKS (SIZE = 30CMX90CM),PC,1,45,100,145,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,UPDATED PRICE
,95,CARPENTRY,CA00095,SMALL JOB - FIXING OF RACKS WITH ACCOSSORIES FOR PROPER INSTALLATION OF SHELVES IN RACKS,VISIT,1,,200,200,,
,96,CARPENTRY,CA00096,SMALL JOB - WOODEN PIECE FOR WOODEN FRAME + INSTALLATION,VISIT,1,,200,200,,
,97,CARPENTRY,CA00097,SMALL JOB GLUE FOR FIXATION OF PIPE & ACCESSORIES,VISIT,1,,150,150,,
,98,CARPENTRY,CA00098,ACRYLIC COVERS FOR  AC THERMOSTATS (SIZE = 20CMX20CM),PC,1,120,100,220,50% labor cost will be added on additional 02 units/piece and 25% labor charge will be added upon 04 and above quantity,
