Region,City,Mall,Division,Brand,Store Name,Oracle Ccid,Code,Store Type,Store Status,Opening Date,Closure, SQM , FM  , FS  
Western,Taif,Kamal Centre,Hennes and Mauritz,Hennes and Mauritz,Kamal Centre,RB2-S413-HEN,S413,Plaza,LFL,17-Nov-2012,,1153,Hakeem ,Jamal 
Western,Taif,"Abikan Mall, Taif",Apparel,Milano,"Abikan Mall, Taif",RB2-2616-MIL,2616,Mall Location,LFL,9-Feb-2013,,138,Hakeem ,Jamal 
Western,Taif,Valley Center Taif,Apparel,Milano,"Valley Center, Taif",RB2-S794-MIL,S794,Plaza,LFL,19-Aug-2017,,104,Hakeem ,Jamal 
Western,Taif,"Durret Shehar, Taif",Apparel,Next,"Durret Shehar, Taif",RB2-1971-NEX,1971,Plaza,LFL,1-Apr-2002,,256,Hakeem ,Jamal 
Western,Taif,"Abikan Mall, Taif",Apparel,Next,"Abikan Mall, Taif",RB2-2612-NEX,2612,Mall Location,LFL,8-Jul-2006,,381,Hakeem ,Jamal 
Western,Taif,"Abikan Mall, Taif",Starbucks,Starbucks,"Abikan Mall, Taif",RB2-2614-STA,2614,Mall Location,LFL,7-Oct-2006,,102,Hakeem ,Jamal 
Western,Taif,Stand Alone,Starbucks,Starbucks,"City Walk DT ,Taif",RB2-H248-STA,H248,Drive-Thru,LFL,9-Jun-2021,,175,Hakeem ,Jamal 
Western,Taif,Stand Alone,Starbucks,Starbucks,Jory Mall Taif,RB2-H619-STA,H619,Shopping Mall / Center,LFL,5-Dec-2022,,128,Hakeem ,Jamal 
Western,Taif,The Park,Starbucks,Starbucks,The Park -Taif,RB2-H687-STA,H687,Shopping Mall / Center,LFL,24-Jun-2023,,205,Hakeem ,Jamal 
Western,Taif,Stand Alone,Starbucks,Starbucks,Jarir Taif,RB2-S748-STA,S748,Plaza,LFL,27-May-2017,,210,Hakeem ,Jamal 
Western,Taif,Valley Center Taif,Starbucks,Starbucks,"Valley Center, Taif",RB2-S797-STA,S797,Plaza,LFL,14-Oct-2017,,170,Hakeem ,Jamal 
Western,Taif,"Durret Shehar, Taif",Starbucks,Starbucks,"Durret Shehar, Taif",RB2-S859-STA,S859,Plaza,LFL,26-Aug-2017,,71,Hakeem ,Jamal 
Western,Taif,AlAseel Yard Airport Road,Starbucks,Starbucks,AlAseel Yard Airport Road,RB2-H840-STA,H840,Drive-Thru,New,19-Jun-2025,,276,Hakeem ,Jamal 
Western,Yanbu,"Dana Mall, Yanbu",Wellness,Bath and Body Works,"Dana Mall, Yanbu",RB2-S401-BAT,S401,Mall Location,LFL,5-Jul-2014,,150,Bassem ,Abdulrhman 
Western,Yanbu,"Dana Mall, Yanbu",Hennes and Mauritz,Hennes and Mauritz,"Dana Mall, Yanbu",RB2-S400-HEN,S400,Mall Location,LFL,28-Jun-2014,,1586,Bassem ,Abdulrhman 
Western,Yanbu,"Dana Mall, Yanbu",Apparel,Milano,"Dana Mall, Yanbu",RB2-S529-MIL,S529,Mall Location,LFL,28-Jun-2014,,119,Bassem ,Abdulrhman 
Western,Yanbu,Stand Alone,Starbucks,Starbucks,"Murooj Plaza DT, Yanbu",RB2-H138-STA,H138,Drive-Thru,LFL,25-Mar-2020,,200,Bassem ,Abdulrhman 
Western,Yanbu,"Dana Mall, Yanbu",Starbucks,Starbucks,"Dana Mall, Yanbu",RB2-S927-STA,S927,Mall Location,LFL,6-Oct-2018,,192,Bassem ,Abdulrhman 
Western,Jeddah,The Village-Jeddah,Apparel,Victoria's Secret International-FA,The Village-Jeddah-FA,RB2-H675-VIF,H675,Shopping Mall / Center,LFL,23-Sep-2023,,447,Bassem ,Rayan 
Western,Jeddah,Jeddah Walk Mall,Starbucks,Starbucks,Jeddah Walk Mall,RB2-H741-STA,H741,Mall Location,PTL,30-May-2024,,256,Bassem ,Rajeev
Western,Jeddah,Jeddah Walk Mall,Apparel,Victoria's Secret International,Jeddah Walk Mall,RB2-H772-VIF,H772,Mall Location,PTL,3-Jun-2024,,446,Bassem ,Rajeev
